,Code,Year,Value,Value (TWh)
1619,CHE,1967-01-01,12.228,142.21164000000002
1620,CHE,1968-01-01,13.182,153.30666000000002
1621,CHE,1969-01-01,14.325,166.59975
1622,CHE,1970-01-01,15.802,183.77726
1623,CHE,1971-01-01,16.389,190.60407
1624,CHE,1972-01-01,17.078,198.61714
1625,CHE,1973-01-01,18.909,219.91167000000002
1626,CHE,1974-01-01,17.651,205.28113000000002
1627,CHE,1975-01-01,17.182,199.82666
1628,CHE,1976-01-01,17.779,206.76977000000002
1629,CHE,1977-01-01,18.075,210.21225
1630,CHE,1978-01-01,18.813,218.79519
1631,CHE,1979-01-01,19.148,222.69124000000002
1632,CHE,1980-01-01,20.035,233.00705000000002
1633,CHE,1981-01-01,19.654,228.57602000000003
1634,CHE,1982-01-01,19.072,221.80736000000002
1635,CHE,1983-01-01,20.368,236.87984
1636,CHE,1984-01-01,20.867,242.68321000000003
1637,CHE,1985-01-01,22.079,256.77877
1638,CHE,1986-01-01,23.053,268.10639000000003
1639,CHE,1987-01-01,22.454,261.14002000000005
1640,CHE,1988-01-01,22.66,263.5358
1641,CHE,1989-01-01,22.194,258.11622
1642,CHE,1990-01-01,24.291,282.50433000000004
1643,CHE,1991-01-01,24.641,286.57483
1644,CHE,1992-01-01,24.794,288.35422
1645,CHE,1993-01-01,24.14,280.7482
1646,CHE,1994-01-01,24.359,283.29517000000004
1647,CHE,1995-01-01,23.978,278.86414
1648,CHE,1996-01-01,24.468,284.56284
1649,CHE,1997-01-01,24.904,289.63352000000003
1650,CHE,1998-01-01,25.2,293.076
1651,CHE,1999-01-01,25.243,293.57609
1652,CHE,2000-01-01,24.904,289.63352000000003
1653,CHE,2001-01-01,26.447,307.57861
1654,CHE,2002-01-01,25.77,299.7051
1655,CHE,2003-01-01,25.867,300.83321
1656,CHE,2004-01-01,25.96,301.9148
1657,CHE,2005-01-01,25.802,300.07726
1658,CHE,2006-01-01,26.944,313.35872
1659,CHE,2007-01-01,25.608,297.82104000000004
1660,CHE,2008-01-01,26.595,309.29985
1661,CHE,2009-01-01,26.773,311.36999000000003
1662,CHE,2010-01-01,25.967,301.99621
1663,CHE,2011-01-01,25.134,292.30842
1664,CHE,2012-01-01,25.357,294.90191
1665,CHE,2013-01-01,26.442,307.52046
1666,CHE,2014-01-01,24.78,288.19140000000004
1667,CHE,2015-01-01,24.206,281.51578
1668,CHE,2016-01-01,23.563,274.03769
1669,CHE,2017-01-01,23.693,275.54959
1670,CHE,2018-01-01,23.837,277.22431
1671,CHE,2019-01-01,24.444,284.28372
1672,CHE,2020-01-01,23.209,269.92067000000003
1673,CHE,2021-01-01,22.589,262.71007000000003
1674,TUR,1960-01-01,10.691,124.33633000000002
1675,TUR,1961-01-01,10.851,126.19713000000002
1676,TUR,1962-01-01,11.855,137.87365000000003
1677,TUR,1963-01-01,12.45,144.7935
1678,TUR,1964-01-01,13.124,152.63212000000001
1679,TUR,1965-01-01,13.812,160.63356000000002
1680,TUR,1966-01-01,15.17,176.42710000000002
1681,TUR,1967-01-01,15.719,182.81197
1682,TUR,1968-01-01,16.527,192.20901000000003
1683,TUR,1969-01-01,17.423,202.62949
1684,TUR,1970-01-01,18.213,211.81719000000004
1685,TUR,1971-01-01,19.545,227.30835000000005
1686,TUR,1972-01-01,22.074,256.72062000000005
1687,TUR,1973-01-01,24.356,283.26028
1688,TUR,1974-01-01,25.205,293.13415
1689,TUR,1975-01-01,26.758,311.19554
1690,TUR,1976-01-01,29.118,338.64234
1691,TUR,1977-01-01,31.933,371.38079000000005
1692,TUR,1978-01-01,31.803,369.86889
1693,TUR,1979-01-01,30.25,351.8075
1694,TUR,1980-01-01,31.45,365.7635
1695,TUR,1981-01-01,31.709,368.77567000000005
1696,TUR,1982-01-01,33.702,391.95426000000003
1697,TUR,1983-01-01,35.681,414.97003
1698,TUR,1984-01-01,37.114,431.63582
1699,TUR,1985-01-01,39.322,457.31486000000007
1700,TUR,1986-01-01,42.357,492.61191
1701,TUR,1987-01-01,46.973,546.2959900000001
1702,TUR,1988-01-01,47.288,549.95944
1703,TUR,1989-01-01,49.105,571.09115
1704,TUR,1990-01-01,51.437,598.21231
1705,TUR,1991-01-01,50.577,588.21051
1706,TUR,1992-01-01,52.847,614.6106100000001
1707,TUR,1993-01-01,56.351,655.36213
1708,TUR,1994-01-01,55.662,647.34906
1709,TUR,1995-01-01,60.9,708.267
1710,TUR,1996-01-01,66.481,773.17403
1711,TUR,1997-01-01,69.755,811.25065
1712,TUR,1998-01-01,70.812,823.5435600000001
1713,TUR,1999-01-01,69.753,811.22739
1714,TUR,2000-01-01,76.288,887.2294400000001
1715,TUR,2001-01-01,70.258,817.10054
1716,TUR,2002-01-01,74.242,863.4344600000001
1717,TUR,2003-01-01,78.685,915.1065500000001
1718,TUR,2004-01-01,80.717,938.7387100000001
1719,TUR,2005-01-01,83.99,976.8037
1720,TUR,2006-01-01,93.069,1082.39247
1721,TUR,2007-01-01,100.321,1166.73323
1722,TUR,2008-01-01,98.419,1144.6129700000001
1723,TUR,2009-01-01,98.268,1142.8568400000001
1724,TUR,2010-01-01,105.72,1229.5236
1725,TUR,2011-01-01,112.514,1308.53782
1726,TUR,2012-01-01,117.824,1370.29312
1727,TUR,2013-01-01,115.043,1337.9500900000003
1728,TUR,2014-01-01,119.099,1385.12137
1729,TUR,2015-01-01,128.813,1498.09519
1730,TUR,2016-01-01,136.718,1590.03034
1731,TUR,2017-01-01,146.814,1707.4468200000001
1732,TUR,2018-01-01,144.2,1677.046
1733,TUR,2019-01-01,146.512,1703.9345600000001
1734,TUR,2020-01-01,146.925,1708.7377500000002
1735,TUR,2021-01-01,158.249,1840.43587
1736,GBR,1960-01-01,158.918,1848.2163400000002
1737,GBR,1961-01-01,158.753,1846.29739
1738,GBR,1962-01-01,164.403,1912.00689
1739,GBR,1963-01-01,171.51,1994.6613
1740,GBR,1964-01-01,173.476,2017.5258800000001
1741,GBR,1965-01-01,180.946,2104.40198
1742,GBR,1966-01-01,180.71,2101.6573000000003
1743,GBR,1967-01-01,183.816,2137.78008
1744,GBR,1968-01-01,188.059,2187.12617
1745,GBR,1969-01-01,197.214,2293.59882
1746,GBR,1970-01-01,205.118,2385.52234
1747,GBR,1971-01-01,208.68,2426.9484
1748,GBR,1972-01-01,210.214,2444.78882
1749,GBR,1973-01-01,218.077,2536.23551
1750,GBR,1974-01-01,210.017,2442.49771
1751,GBR,1975-01-01,199.374,2318.7196200000003
1752,GBR,1976-01-01,203.325,2364.66975
1753,GBR,1977-01-01,207.665,2415.14395
1754,GBR,1978-01-01,206.555,2402.2346500000003
1755,GBR,1979-01-01,217.065,2524.4659500000002
1756,GBR,1980-01-01,198.441,2307.8688300000003
1757,GBR,1981-01-01,192.417,2237.80971
1758,GBR,1982-01-01,191.321,2225.06323
1759,GBR,1983-01-01,190.267,2212.80521
1760,GBR,1984-01-01,190.244,2212.5377200000003
1761,GBR,1985-01-01,200.807,2335.38541
1762,GBR,1986-01-01,203.937,2371.78731
1763,GBR,1987-01-01,205.591,2391.0233300000004
1764,GBR,1988-01-01,207.393,2411.98059
1765,GBR,1989-01-01,206.98,2407.1774
1766,GBR,1990-01-01,205.937,2395.0473100000004
1767,GBR,1991-01-01,212.925,2476.31775
1768,GBR,1992-01-01,212.173,2467.5719900000004
1769,GBR,1993-01-01,214.335,2492.7160500000005
1770,GBR,1994-01-01,216.059,2512.7661700000003
1771,GBR,1995-01-01,216.385,2516.55755
1772,GBR,1996-01-01,225.706,2624.96078
1773,GBR,1997-01-01,219.319,2550.67997
1774,GBR,1998-01-01,221.521,2576.28923
1775,GBR,1999-01-01,222.073,2582.70899
1776,GBR,2000-01-01,222.991,2593.3853300000005
1777,GBR,2001-01-01,223.807,2602.87541
1778,GBR,2002-01-01,220.658,2566.25254
1779,GBR,2003-01-01,224.517,2611.1327100000003
1780,GBR,2004-01-01,221.806,2579.6037800000004
1781,GBR,2005-01-01,222.853,2591.7803900000004
1782,GBR,2006-01-01,219.112,2548.27256
1783,GBR,2007-01-01,211.169,2455.8954700000004
1784,GBR,2008-01-01,208.297,2422.49411
1785,GBR,2009-01-01,195.784,2276.96792
1786,GBR,2010-01-01,202.957,2360.38991
1787,GBR,2011-01-01,188.21,2188.8823
1788,GBR,2012-01-01,193.069,2245.3924700000002
1789,GBR,2013-01-01,189.952,2209.14176
1790,GBR,2014-01-01,178.936,2081.02568
1791,GBR,2015-01-01,180.806,2102.7737800000004
1792,GBR,2016-01-01,178.283,2073.43129
1793,GBR,2017-01-01,175.483,2040.8672900000001
1794,GBR,2018-01-01,173.623,2019.23549
1795,GBR,2019-01-01,167.662,1949.9090600000002
1796,GBR,2020-01-01,153.92,1790.0896
1797,GBR,2021-01-01,164.591,1914.1933300000003
1798,USA,1960-01-01,1019.383,11855.42429
1799,USA,1961-01-01,1030.971,11990.19273
1800,USA,1962-01-01,1077.277,12528.731510000001
1801,USA,1963-01-01,1133.051,13177.38313
1802,USA,1964-01-01,1177.718,13696.860340000001
1803,USA,1965-01-01,1225.749,14255.46087
1804,USA,1966-01-01,1295.706,15069.06078
1805,USA,1967-01-01,1353.327,15739.19301
1806,USA,1968-01-01,1419.824,16512.55312
1807,USA,1969-01-01,1486.24,17284.9712
1808,USA,1970-01-01,1552.201,18052.09763
1809,USA,1971-01-01,1587.618,18463.99734
1810,USA,1972-01-01,1666.935,19386.45405
1811,USA,1973-01-01,1730.087,20120.91181
1812,USA,1974-01-01,1691.636,19673.72668
1813,USA,1975-01-01,1653.671,19232.193730000003
1814,USA,1976-01-01,1766.335,20542.47605
1815,USA,1977-01-01,1824.928,21223.912640000002
1816,USA,1978-01-01,1878.385,21845.617550000003
1817,USA,1979-01-01,1874.172,21796.62036
1818,USA,1980-01-01,1804.809,20989.92867
1819,USA,1981-01-01,1754.975,20410.35925
1820,USA,1982-01-01,1681.782,19559.12466
1821,USA,1983-01-01,1683.291,19576.67433
1822,USA,1984-01-01,1755.368,20414.92984
1823,USA,1985-01-01,1774.223,20634.213490000002
1824,USA,1986-01-01,1771.323,20600.486490000003
1825,USA,1987-01-01,1846.853,21478.900390000003
1826,USA,1988-01-01,1919.448,22323.18024
1827,USA,1989-01-01,1947.607,22650.669410000002
1828,USA,1990-01-01,1914.471,22265.297730000002
1829,USA,1991-01-01,1930.206,22448.29578
1830,USA,1992-01-01,1968.908,22898.40004
1831,USA,1993-01-01,2003.482,23300.49566
1832,USA,1994-01-01,2040.564,23731.75932
1833,USA,1995-01-01,2066.554,24034.023020000004
1834,USA,1996-01-01,2112.478,24568.119140000003
1835,USA,1997-01-01,2133.606,24813.837780000005
1836,USA,1998-01-01,2151.782,25025.224660000003
1837,USA,1999-01-01,2210.012,25702.439560000003
1838,USA,2000-01-01,2272.859,26433.35017
1839,USA,2001-01-01,2229.667,25931.02721
1840,USA,2002-01-01,2255.114,26226.975820000003
1841,USA,2003-01-01,2260.319,26287.509970000003
1842,USA,2004-01-01,2306.877,26828.97951
1843,USA,2005-01-01,2317.852,26956.61876
1844,USA,2006-01-01,2295.856,26700.805280000004
1845,USA,2007-01-01,2336.354,27171.797019999998
1846,USA,2008-01-01,2276.092,26470.94996
1847,USA,2009-01-01,2163.77,25164.6451
1848,USA,2010-01-01,2215.776,25769.47488
1849,USA,2011-01-01,2185.72,25419.9236
1850,USA,2012-01-01,2146.667,24965.73721
1851,USA,2013-01-01,2184.517,25405.93271
1852,USA,2014-01-01,2210.697,25710.406110000004
1853,USA,2015-01-01,2186.465,25428.587950000005
1854,USA,2016-01-01,2163.049,25156.25987
1855,USA,2017-01-01,2155.23,25065.324900000003
1856,USA,2018-01-01,2216.233,25774.789790000003
1857,USA,2019-01-01,2215.091,25761.50833
1858,USA,2020-01-01,2037.919,23700.997970000004
1859,USA,2021-01-01,2103.431,24462.902530000003
1860,OEU,1960-01-01,0.0,0.0
1861,OEU,1961-01-01,0.0,0.0
1862,OEU,1962-01-01,0.0,0.0
1863,OEU,1963-01-01,0.0,0.0
1864,OEU,1964-01-01,0.0,0.0
1865,OEU,1965-01-01,0.0,0.0
1866,OEU,1966-01-01,0.0,0.0
1867,OEU,1967-01-01,0.0,0.0
1868,OEU,1968-01-01,0.0,0.0
1869,OEU,1969-01-01,0.0,0.0
1870,OEU,1970-01-01,0.0,0.0
1871,OEU,1971-01-01,1243.048,14456.64824
1872,OEU,1972-01-01,1297.28,15087.3664
1873,OEU,1973-01-01,1375.512,15997.20456
1874,OEU,1974-01-01,1358.215,15796.04045
1875,OEU,1975-01-01,1325.7,15417.891000000001
1876,OEU,1976-01-01,1411.057,16410.592910000003
1877,OEU,1977-01-01,1420.758,16523.41554
1878,OEU,1978-01-01,1469.086,17085.47018
1879,OEU,1979-01-01,1529.566,17788.852580000002
1880,OEU,1980-01-01,1494.314,17378.87182
1881,OEU,1981-01-01,1449.372,16856.19636
1882,OEU,1982-01-01,1425.546,16579.099980000003
1883,OEU,1983-01-01,1435.402,16693.725260000003
1884,OEU,1984-01-01,1471.698,17115.84774
1885,OEU,1985-01-01,1530.035,17794.307050000003
1886,OEU,1986-01-01,1557.314,18111.561820000003
1887,OEU,1987-01-01,1591.684,18511.284920000002
1888,OEU,1988-01-01,1602.213,18633.73719
1889,OEU,1989-01-01,1614.098,18771.959740000002
1890,OEU,1990-01-01,1644.426,19124.67438
1891,OEU,1991-01-01,1664.26,19355.343800000002
1892,OEU,1992-01-01,1634.38,19007.8394
1893,OEU,1993-01-01,1636.686,19034.658180000002
1894,OEU,1994-01-01,1632.465,18985.56795
1895,OEU,1995-01-01,1678.824,19524.723120000002
1896,OEU,1996-01-01,1739.681,20232.49003
1897,OEU,1997-01-01,1732.648,20150.69624
1898,OEU,1998-01-01,1749.384,20345.33592
1899,OEU,1999-01-01,1742.066,20260.227580000002
1900,OEU,2000-01-01,1758.798,20454.820740000003
1901,OEU,2001-01-01,1792.93,20851.7759
1902,OEU,2002-01-01,1792.486,20846.612180000004
1903,OEU,2003-01-01,1836.097,21353.80811
1904,OEU,2004-01-01,1857.889,21607.24907
1905,OEU,2005-01-01,1867.24,21716.001200000002
1906,OEU,2006-01-01,1884.349,21914.97887
1907,OEU,2007-01-01,1858.715,21616.85545
1908,OEU,2008-01-01,1856.687,21593.26981
1909,OEU,2009-01-01,1760.615,20475.95245
1910,OEU,2010-01-01,1834.733,21337.94479
1911,OEU,2011-01-01,1771.372,20601.056360000002
1912,OEU,2012-01-01,1768.447,20567.03861
1913,OEU,2013-01-01,1755.154,20412.441020000002
1914,OEU,2014-01-01,1689.362,19647.28006
1915,OEU,2015-01-01,1716.496,19962.848480000004
1916,OEU,2016-01-01,1730.311,20123.51693
1917,OEU,2017-01-01,1761.459,20485.768170000003
1918,OEU,2018-01-01,1745.75,20303.072500000002
1919,OEU,2019-01-01,1716.287,19960.417810000003
1920,OEU,2020-01-01,1607.468,18694.852840000003
1921,OEU,2021-01-01,1698.835,19757.451050000003
1922,ALB,1960-01-01,0.0,0.0
1923,ALB,1961-01-01,0.0,0.0
1924,ALB,1962-01-01,0.0,0.0
1925,ALB,1963-01-01,0.0,0.0
1926,ALB,1964-01-01,0.0,0.0
1927,ALB,1965-01-01,0.0,0.0
1928,ALB,1966-01-01,0.0,0.0
1929,ALB,1967-01-01,0.0,0.0
1930,ALB,1968-01-01,0.0,0.0
1931,ALB,1969-01-01,0.0,0.0
1932,ALB,1970-01-01,0.0,0.0
1933,ALB,1971-01-01,1.718,19.98034
1934,ALB,1972-01-01,1.942,22.58546
1935,ALB,1973-01-01,1.752,20.37576
1936,ALB,1974-01-01,1.826,21.23638
1937,ALB,1975-01-01,1.989,23.132070000000002
1938,ALB,1976-01-01,2.191,25.48133
1939,ALB,1977-01-01,2.322,27.004860000000004
1940,ALB,1978-01-01,2.594,30.16822
1941,ALB,1979-01-01,2.262,26.307060000000003
1942,ALB,1980-01-01,3.072,35.727360000000004
1943,ALB,1981-01-01,2.697,31.366110000000003
1944,ALB,1982-01-01,2.692,31.307960000000005
1945,ALB,1983-01-01,2.844,33.075720000000004
1946,ALB,1984-01-01,2.958,34.401540000000004
1947,ALB,1985-01-01,2.718,31.61034
1948,ALB,1986-01-01,2.914,33.88982000000001
1949,ALB,1987-01-01,2.843,33.06409
1950,ALB,1988-01-01,2.915,33.901450000000004
1951,ALB,1989-01-01,2.894,33.65722
1952,ALB,1990-01-01,2.673,31.086990000000004
1953,ALB,1991-01-01,1.871,21.75973
1954,ALB,1992-01-01,1.358,15.793540000000002
1955,ALB,1993-01-01,1.331,15.47953
1956,ALB,1994-01-01,1.416,16.46808
1957,ALB,1995-01-01,1.329,15.45627
1958,ALB,1996-01-01,1.419,16.50297
1959,ALB,1997-01-01,1.211,14.083930000000002
1960,ALB,1998-01-01,1.335,15.526050000000001
1961,ALB,1999-01-01,1.794,20.864220000000003
1962,ALB,2000-01-01,1.796,20.887480000000004
1963,ALB,2001-01-01,1.831,21.29453
1964,ALB,2002-01-01,2.017,23.45771
1965,ALB,2003-01-01,1.974,22.957620000000002
1966,ALB,2004-01-01,2.169,25.22547
1967,ALB,2005-01-01,2.172,25.260360000000002
1968,ALB,2006-01-01,2.118,24.63234
1969,ALB,2007-01-01,2.022,23.51586
1970,ALB,2008-01-01,2.099,24.411370000000005
1971,ALB,2009-01-01,2.149,24.992870000000003
1972,ALB,2010-01-01,2.13,24.7719
1973,ALB,2011-01-01,2.228,25.911640000000006
1974,ALB,2012-01-01,2.001,23.271630000000002
1975,ALB,2013-01-01,2.327,27.063010000000002
1976,ALB,2014-01-01,2.343,27.249090000000002
1977,ALB,2015-01-01,2.196,25.539480000000005
1978,ALB,2016-01-01,2.261,26.295430000000003
1979,ALB,2017-01-01,2.369,27.551470000000005
1980,ALB,2018-01-01,2.359,27.435170000000003
1981,ALB,2019-01-01,2.332,27.12116
1982,ALB,2020-01-01,2.162,25.14406
1983,ALB,2021-01-01,0.0,0.0
1984,DZA,1960-01-01,0.0,0.0
1985,DZA,1961-01-01,0.0,0.0
1986,DZA,1962-01-01,0.0,0.0
1987,DZA,1963-01-01,0.0,0.0
1988,DZA,1964-01-01,0.0,0.0
1989,DZA,1965-01-01,0.0,0.0
1990,DZA,1966-01-01,0.0,0.0
1991,DZA,1967-01-01,0.0,0.0
1992,DZA,1968-01-01,0.0,0.0
1993,DZA,1969-01-01,0.0,0.0
1994,DZA,1970-01-01,0.0,0.0
1995,DZA,1971-01-01,3.465,40.29795
1996,DZA,1972-01-01,4.021,46.764230000000005
1997,DZA,1973-01-01,4.823,56.09149000000001
1998,DZA,1974-01-01,5.187,60.32481000000001
1999,DZA,1975-01-01,5.521,64.20923
2000,DZA,1976-01-01,6.301,73.28063
2001,DZA,1977-01-01,7.053,82.02639
2002,DZA,1978-01-01,8.684,100.99492
2003,DZA,1979-01-01,11.002,127.95326000000001
2004,DZA,1980-01-01,11.207,130.33741
2005,DZA,1981-01-01,12.184,141.69992
2006,DZA,1982-01-01,15.871,184.57973
2007,DZA,1983-01-01,17.152,199.47776000000002
2008,DZA,1984-01-01,17.0,197.71
2009,DZA,1985-01-01,17.747,206.39761000000001
2010,DZA,1986-01-01,20.047,233.14661
2011,DZA,1987-01-01,19.797,230.23911
2012,DZA,1988-01-01,20.899,243.05537000000004
2013,DZA,1989-01-01,20.723,241.00849
2014,DZA,1990-01-01,22.189,258.05807000000004
2015,DZA,1991-01-01,23.47,272.9561
2016,DZA,1992-01-01,24.025,279.41075
2017,DZA,1993-01-01,24.111,280.41093
2018,DZA,1994-01-01,23.24,270.2812
2019,DZA,1995-01-01,24.248,282.00424000000004
2020,DZA,1996-01-01,23.479,273.06077
2021,DZA,1997-01-01,24.059,279.80617
2022,DZA,1998-01-01,24.899,289.57537
2023,DZA,1999-01-01,26.58,309.1254
2024,DZA,2000-01-01,26.999,313.99837
2025,DZA,2001-01-01,27.054,314.63802
2026,DZA,2002-01-01,28.939,336.56057000000004
2027,DZA,2003-01-01,30.755,357.68065
2028,DZA,2004-01-01,31.137,362.12331
2029,DZA,2005-01-01,32.425,377.10275
2030,DZA,2006-01-01,34.721,403.80523
2031,DZA,2007-01-01,36.845,428.50735000000003
2032,DZA,2008-01-01,37.28,433.56640000000004
2033,DZA,2009-01-01,40.77,474.15510000000006
2034,DZA,2010-01-01,41.658,484.48254000000003
2035,DZA,2011-01-01,43.334,503.97442000000007
2036,DZA,2012-01-01,47.39,551.1457
2037,DZA,2013-01-01,49.093,570.9515900000001
2038,DZA,2014-01-01,53.556,622.85628
2039,DZA,2015-01-01,56.034,651.67542
2040,DZA,2016-01-01,55.574,646.3256200000001
2041,DZA,2017-01-01,57.198,665.21274
2042,DZA,2018-01-01,60.948,708.82524
2043,DZA,2019-01-01,63.02,732.9226000000001
2044,DZA,2020-01-01,59.779,695.22977
2045,DZA,2021-01-01,0.0,0.0
2046,ARG,1960-01-01,0.0,0.0
2047,ARG,1961-01-01,0.0,0.0
2048,ARG,1962-01-01,0.0,0.0
2049,ARG,1963-01-01,0.0,0.0
2050,ARG,1964-01-01,0.0,0.0
2051,ARG,1965-01-01,0.0,0.0
2052,ARG,1966-01-01,0.0,0.0
2053,ARG,1967-01-01,0.0,0.0
2054,ARG,1968-01-01,0.0,0.0
2055,ARG,1969-01-01,0.0,0.0
2056,ARG,1970-01-01,0.0,0.0
2057,ARG,1971-01-01,32.138,373.76494
2058,ARG,1972-01-01,33.575,390.4772500000001
2059,ARG,1973-01-01,34.756,404.21228
2060,ARG,1974-01-01,36.047,419.22661
2061,ARG,1975-01-01,35.535,413.27205
2062,ARG,1976-01-01,36.747,427.36761
2063,ARG,1977-01-01,37.902,440.80026000000004
2064,ARG,1978-01-01,38.916,452.59308
2065,ARG,1979-01-01,40.565,471.77095
2066,ARG,1980-01-01,40.272,468.36336
2067,ARG,1981-01-01,39.392,458.12896000000006
2068,ARG,1982-01-01,39.425,458.51275
2069,ARG,1983-01-01,40.885,475.49255
2070,ARG,1984-01-01,41.703,485.0058900000001
2071,ARG,1985-01-01,40.0,465.20000000000005
2072,ARG,1986-01-01,41.826,486.43638000000004
2073,ARG,1987-01-01,44.017,511.91771000000006
2074,ARG,1988-01-01,45.624,530.60712
2075,ARG,1989-01-01,44.412,516.51156
2076,ARG,1990-01-01,43.879,510.31277
2077,ARG,1991-01-01,45.683,531.2932900000001
2078,ARG,1992-01-01,46.995,546.5518500000001
2079,ARG,1993-01-01,48.408,562.98504
2080,ARG,1994-01-01,52.382,609.20266
2081,ARG,1995-01-01,52.277,607.9815100000001
2082,ARG,1996-01-01,53.987,627.86881
2083,ARG,1997-01-01,55.739,648.2445700000001
2084,ARG,1998-01-01,59.375,690.53125
2085,ARG,1999-01-01,60.864,707.8483200000001
2086,ARG,2000-01-01,60.535,704.02205
2087,ARG,2001-01-01,56.335,655.17605
2088,ARG,2002-01-01,55.674,647.4886200000001
2089,ARG,2003-01-01,60.328,701.6146400000001
2090,ARG,2004-01-01,66.919,778.26797
2091,ARG,2005-01-01,66.419,772.45297
2092,ARG,2006-01-01,69.866,812.5415800000001
2093,ARG,2007-01-01,73.187,851.16481
2094,ARG,2008-01-01,75.7,880.3910000000001
2095,ARG,2009-01-01,69.626,809.7503800000001
2096,ARG,2010-01-01,74.666,868.36558
2097,ARG,2011-01-01,77.153,897.2893900000001
2098,ARG,2012-01-01,79.368,923.04984
2099,ARG,2013-01-01,81.406,946.7517800000002
2100,ARG,2014-01-01,81.533,948.2287900000001
2101,ARG,2015-01-01,82.759,962.4871700000001
2102,ARG,2016-01-01,82.316,957.3350800000001
2103,ARG,2017-01-01,82.342,957.63746
2104,ARG,2018-01-01,79.981,930.17903
2105,ARG,2019-01-01,79.336,922.67768
2106,ARG,2020-01-01,73.82,858.5266
2107,ARG,2021-01-01,79.496,924.53848
2108,ARM,1960-01-01,0.0,0.0
2109,ARM,1961-01-01,0.0,0.0
2110,ARM,1962-01-01,0.0,0.0
2111,ARM,1963-01-01,0.0,0.0
2112,ARM,1964-01-01,0.0,0.0
2113,ARM,1965-01-01,0.0,0.0
2114,ARM,1966-01-01,0.0,0.0
2115,ARM,1967-01-01,0.0,0.0
2116,ARM,1968-01-01,0.0,0.0
2117,ARM,1969-01-01,0.0,0.0
2118,ARM,1970-01-01,0.0,0.0
2119,ARM,1971-01-01,0.0,0.0
2120,ARM,1972-01-01,0.0,0.0
2121,ARM,1973-01-01,0.0,0.0
2122,ARM,1974-01-01,0.0,0.0
2123,ARM,1975-01-01,0.0,0.0
2124,ARM,1976-01-01,0.0,0.0
2125,ARM,1977-01-01,0.0,0.0
2126,ARM,1978-01-01,0.0,0.0
2127,ARM,1979-01-01,0.0,0.0
2128,ARM,1980-01-01,0.0,0.0
2129,ARM,1981-01-01,0.0,0.0
2130,ARM,1982-01-01,0.0,0.0
2131,ARM,1983-01-01,0.0,0.0
2132,ARM,1984-01-01,0.0,0.0
2133,ARM,1985-01-01,0.0,0.0
2134,ARM,1986-01-01,0.0,0.0
2135,ARM,1987-01-01,0.0,0.0
2136,ARM,1988-01-01,0.0,0.0
2137,ARM,1989-01-01,0.0,0.0
2138,ARM,1990-01-01,7.709,89.65567
2139,ARM,1991-01-01,8.126,94.50538
2140,ARM,1992-01-01,4.131,48.043530000000004
2141,ARM,1993-01-01,2.193,25.504590000000004
2142,ARM,1994-01-01,1.379,16.037770000000002
2143,ARM,1995-01-01,1.645,19.13135
2144,ARM,1996-01-01,1.781,20.71303
2145,ARM,1997-01-01,1.862,21.655060000000002
2146,ARM,1998-01-01,1.897,22.06211
2147,ARM,1999-01-01,1.834,21.329420000000002
2148,ARM,2000-01-01,2.015,23.434450000000002
2149,ARM,2001-01-01,2.006,23.32978
2150,ARM,2002-01-01,1.877,21.829510000000003
2151,ARM,2003-01-01,1.981,23.039030000000004
2152,ARM,2004-01-01,2.095,24.364850000000004
2153,ARM,2005-01-01,2.513,29.226190000000003
2154,ARM,2006-01-01,2.559,29.761170000000003
2155,ARM,2007-01-01,2.853,33.18039
2156,ARM,2008-01-01,3.004,34.93652
2157,ARM,2009-01-01,2.61,30.354300000000002
2158,ARM,2010-01-01,2.483,28.877290000000002
2159,ARM,2011-01-01,2.716,31.587080000000004
2160,ARM,2012-01-01,2.971,34.552730000000004
2161,ARM,2013-01-01,2.901,33.73863
2162,ARM,2014-01-01,3.152,36.65776
2163,ARM,2015-01-01,3.257,37.878910000000005
2164,ARM,2016-01-01,3.119,36.273970000000006
2165,ARM,2017-01-01,3.292,38.28596
2166,ARM,2018-01-01,3.147,36.59961
2167,ARM,2019-01-01,3.4,39.542
2168,ARM,2020-01-01,3.593,41.786590000000004
2169,ARM,2021-01-01,0.0,0.0
2170,AZE,1960-01-01,0.0,0.0
2171,AZE,1961-01-01,0.0,0.0
2172,AZE,1962-01-01,0.0,0.0
2173,AZE,1963-01-01,0.0,0.0
2174,AZE,1964-01-01,0.0,0.0
2175,AZE,1965-01-01,0.0,0.0
2176,AZE,1966-01-01,0.0,0.0
2177,AZE,1967-01-01,0.0,0.0
2178,AZE,1968-01-01,0.0,0.0
2179,AZE,1969-01-01,0.0,0.0
2180,AZE,1970-01-01,0.0,0.0
2181,AZE,1971-01-01,0.0,0.0
2182,AZE,1972-01-01,0.0,0.0
2183,AZE,1973-01-01,0.0,0.0
2184,AZE,1974-01-01,0.0,0.0
2185,AZE,1975-01-01,0.0,0.0
2186,AZE,1976-01-01,0.0,0.0
2187,AZE,1977-01-01,0.0,0.0
2188,AZE,1978-01-01,0.0,0.0
2189,AZE,1979-01-01,0.0,0.0
2190,AZE,1980-01-01,0.0,0.0
2191,AZE,1981-01-01,0.0,0.0
2192,AZE,1982-01-01,0.0,0.0
2193,AZE,1983-01-01,0.0,0.0
2194,AZE,1984-01-01,0.0,0.0
2195,AZE,1985-01-01,0.0,0.0
